-BEGIN HEADER-,,,,,,,,,
NASA/POWER Source Native Resolution Hourly Data ,,,,,,,,,
Dates (month/day/year): 10/01/2019 through 10/01/2025 in LST,,,,,,,,,
Location: Latitude  41.3981   Longitude 2.1538 ,,,,,,,,,
Elevation from MERRA-2: Average for 0.5 x 0.625 degree lat/lon region = 302.35 meters,,,,,,,,,
The value for missing source data that cannot be computed or is outside of the sources availability range: -999 ,,,,,,,,,
Parameter(s): ,,,,,,,,,
T2M                   MERRA-2 Temperature at 2 Meters (C) ,,,,,,,,,
RH2M                  MERRA-2 Relative Humidity at 2 Meters (%) ,,,,,,,,,
WS10M                 MERRA-2 Wind Speed at 10 Meters (m/s) ,,,,,,,,,
ALLSKY_SFC_SW_DWN     CERES SYN1deg All Sky Surface Shortwave Downward Irradiance (W m-2) ,,,,,,,,,
PRECTOTCORR           MERRA-2 Precipitation Corrected (mm/hour) ,,,,,,,,,
T2MWET                MERRA-2 Wet Bulb Temperature at 2 Meters (C) ,,,,,,,,,
-END HEADER-,,,,,,,,,
YEAR,MO,DY,HR,T2M,RH2M,WS10M,ALLSKY_SFC_SW_DWN,PRECTOTCORR,T2MWET
2023,4,28,12,24.39,36.38,4.25,778.9,0,16.38
2023,4,28,13,23.83,37.49,4.39,622.75,0,16.07
2023,4,28,14,22.96,40.08,4.41,526.92,0,15.73
2023,4,28,15,22.2,42.19,3.94,396.9,0,15.38
2023,4,28,16,21.58,43.13,3.15,240.7,0,14.95
2023,4,28,17,20.64,45.95,2.72,101.72,0,14.51
2023,4,28,18,18.15,58.52,1.78,12.1,0,13.93
2023,4,28,19,16.34,68,1.59,0,0,13.29
2023,4,28,20,16.27,70.42,1.11,0,0,13.49
2023,4,28,21,16.37,70.8,0.72,0,0,13.61
2023,4,28,22,16.63,68.78,0.42,0,0,13.64
2023,4,28,23,16.8,65.87,0.3,0,0,13.44
2023,4,29,0,16.93,64.15,0.52,0,0,13.35
2023,4,29,1,16.88,63.65,0.7,0,0,13.24
2023,4,29,2,17.22,61.16,0.69,0,0,13.26
2023,4,29,3,17.61,58.11,0.76,0,0,13.23
2023,4,29,4,16.78,59.86,1.13,0,0,12.66
2023,4,29,5,16.74,59.71,1.75,48.53,0.01,12.65
2023,4,29,6,19.18,51.22,2.07,194.57,0.01,13.92
2023,4,29,7,22.04,39.61,1.88,374.3,0,14.7
2023,4,29,8,24.97,32.26,1.22,539,0,16.01
2023,4,29,9,27.29,28.68,0.49,700.83,0,17.36
2023,4,29,10,28.17,29.56,1.82,792.65,0.03,18.41
2023,4,29,11,28.3,32,3.08,820.58,0.12,19.12
2023,4,29,12,28,35.03,4.19,754.33,0.29,19.52
2023,4,29,13,27.35,38.81,4.92,704.05,0.51,19.68
2023,4,29,14,26.36,43.39,4.7,540.7,1.01,19.61
2023,4,29,15,25.12,48.39,3.81,397.27,1.99,19.27
2023,4,29,16,23.76,53.91,3.66,231.88,5.12,18.82
2023,4,29,17,21.89,62.35,4.06,98.82,20.13,18.14
2023,4,29,18,19.76,73.58,4.05,11,19.8,17.34
2023,4,29,19,18.14,83.65,4.44,0,15.68,16.74
2023,4,29,20,17.43,89.68,4.5,0,5.37,16.58
2023,4,29,21,17.37,91.63,3.9,0,2.18,16.7
2023,4,29,22,17.57,91.67,3.52,0,1.48,16.89
2023,4,29,23,17.76,91.38,1.95,0,1.4,17.06
2023,4,30,0,17.65,91.17,1.55,0,0.85,16.93
2023,4,30,1,17.29,89.93,2.2,0,0.4,16.47
2023,4,30,2,16.73,88.81,1.88,0,0.09,15.8
2023,4,30,3,16.53,85.75,0.82,0,0.03,15.32
2023,4,30,4,15.72,89.89,1.01,0,0.01,14.88
2023,4,30,5,15.64,91.18,1.82,46.05,0.01,14.92
2023,4,30,6,17.73,78.48,2.9,190.18,0.04,15.82
2023,4,30,7,20.04,61.96,2.74,365.7,0.05,16.22
2023,4,30,8,22.06,49.8,2.87,540.12,0.1,16.49
2023,4,30,9,23.37,43.39,3.17,647.85,0.09,16.7
2023,4,30,10,24.22,39.77,3.26,737.42,0.05,16.86
2023,4,30,11,24.78,37.8,3.23,803.08,0.04,17.02
2023,4,30,12,25.21,37.06,3.61,709.35,0.05,17.26
2023,4,30,13,24.95,38.42,4.33,577.8,0.07,17.27
2023,4,30,14,24.16,41.93,5.35,438.75,0.08,17.19
2023,4,30,15,22.53,48.55,6.03,262.92,0.09,16.77
2023,4,30,16,20.85,56.68,6.16,143.95,0.08,16.36
2023,4,30,17,19.21,66,5.88,62.85,0.07,15.95
2023,4,30,18,17.48,76.58,5.21,6.7,0.16,15.39
2023,4,30,19,16.46,84.34,4.1,0,0.15,15.12
2023,4,30,20,16.17,86.39,2.94,0,0.16,15.02
2023,4,30,21,16.11,86.29,2.13,0,0.23,14.95
2023,4,30,22,16.14,84.92,1.56,0,0.27,14.86
2023,4,30,23,16.04,84.25,1.18,0,0.63,14.69
2023,5,1,0,15.83,84.49,1.03,0,1.38,14.5
2023,5,1,1,15.53,84.08,1.34,0,1.1,14.16
2023,5,1,2,15.35,82.01,1.65,0,0.7,13.77
2023,5,1,3,15.26,79.69,1.8,0,0.4,13.46
2023,5,1,4,15.06,77.72,1.85,0,0.4,13.05
2023,5,1,5,15.38,75.44,1.6,49.4,0.54,13.17
2023,5,1,6,16.64,66.67,1.54,195.38,0.52,13.46
2023,5,1,7,18.14,54.88,1.07,361.5,0.42,13.42
2023,5,1,8,20.27,45.09,0.57,530.97,0.64,13.94
2023,5,1,9,21.84,40.04,1.4,638.55,0.7,14.52
2023,5,1,10,22.89,37.39,2.23,723.7,0.55,14.99
2023,5,1,11,23.64,35.34,2.85,774.4,0.38,15.25
2023,5,1,12,24.01,33.82,3.35,631.75,0.38,15.26
2023,5,1,13,24.04,33.28,3.8,619.08,0.28,15.13
2023,5,1,14,23.78,33.42,3.89,515.22,0.24,14.88
2023,5,1,15,23.27,34.68,4.04,328.55,0.19,14.64
2023,5,1,16,22.31,37.81,4.22,225.18,0.14,14.39
2023,5,1,17,20.65,44.71,4.4,109.7,0.07,14.15
2023,5,1,18,18,59.45,4.3,17.15,0,13.86
2023,5,1,19,15.74,76.31,3.46,0,0,13.62
2023,5,1,20,14.55,85.66,2.27,0,0,13.35
2023,5,1,21,13.94,89.41,1.12,0,0.01,13.08
2023,5,1,22,13.61,91.04,1.01,0,0.01,12.9
2023,5,1,23,13.25,92.77,1.16,0,0,12.68
2023,5,2,0,12.92,93.63,1.44,0,0,12.42
2023,5,2,1,12.57,93.65,1.85,0,0,12.07
2023,5,2,2,12.24,92.3,2.3,0,0,11.61
2023,5,2,3,11.88,90.13,2.59,0,0,11.04
2023,5,2,4,11.56,86.67,2.78,0,0,10.36
2023,5,2,5,12.46,77.15,2.67,68.88,0,10.34
2023,5,2,6,15.59,57.84,2.97,241.35,0,11.25
2023,5,2,7,17.79,43.14,2.79,437.08,0,11.24
2023,5,2,8,19.88,33.93,2.21,636.5,0,11.45
2023,5,2,9,21.68,29.57,1.48,803.22,0,11.99
2023,5,2,10,23.2,26.4,1.81,909.6,0,12.53
2023,5,2,11,24.32,24.82,3.03,949.22,0,13.11
2023,5,2,12,24.91,24.94,4.31,933.35,0,13.69
2023,5,2,13,24.95,26.47,5.26,868.33,0,14.22
2023,5,2,14,24.42,29.42,5.83,738.88,0,14.6
2023,5,2,15,23.5,33.41,5.99,562.55,0,14.78
2023,5,2,16,22.15,38.54,5.89,366.65,0,14.65
2023,5,2,17,20.19,46.59,5.55,171.2,0,14.24
2023,5,2,18,17.62,59.16,4.43,21.8,0,13.57
2023,5,2,19,15.48,73.27,2.88,0,0,13.1
2023,5,2,20,14.48,81.61,1.91,0,0,12.93
2023,5,2,21,13.92,86.03,1.82,0,0,12.79
2023,5,2,22,13.64,88.51,1.68,0,0,12.71
2023,5,2,23,13.46,89.64,1.62,0,0,12.64
2023,5,3,0,13.28,90.17,1.69,0,0,12.5
2023,5,3,1,13.14,90.04,1.82,0,0,12.34
2023,5,3,2,12.97,90.09,1.91,0,0,12.17
2023,5,3,3,12.58,91.87,2.09,0,0,11.92
2023,5,3,4,12.02,95.1,2.34,0,0,11.61
2023,5,3,5,12.87,89.54,2.23,72.43,0,11.99
2023,5,3,6,16.07,70.93,2.75,248.02,0,13.37
2023,5,3,7,19.04,50.12,3.12,450.35,0,13.51
2023,5,3,8,21.36,38.36,3.97,647.72,0,13.68
2023,5,3,9,22.95,33.41,4.76,795.03,0,14.24
2023,5,3,10,24.04,31.17,5.16,878.53,0,14.78
2023,5,3,11,24.83,29.73,5.44,893.53,0,15.19
2023,5,3,12,25.19,29.18,5.76,905.17,0,15.39
2023,5,3,13,25.12,29.35,6.08,760.53,0,15.38
2023,5,3,14,24.61,30.15,6.17,649.55,0,15.1
2023,5,3,15,23.85,31.28,5.92,520.12,0,14.64
2023,5,3,16,22.74,33.29,5.71,333.05,0,14.05
2023,5,3,17,20.99,37.87,5.48,153.38,0,13.35
2023,5,3,18,18.28,49.9,4.09,21.4,0,12.8
2023,5,3,19,15.7,67.5,2.81,0,0,12.58
2023,5,3,20,14.62,78.61,2.37,0,0,12.68
2023,5,3,21,13.97,86.63,1.93,0,0,12.79
2023,5,3,22,14.05,87.84,1.26,0,0,12.99
2023,5,3,23,14.32,85.92,0.58,0,0,13.08
2023,5,4,0,14.25,84.92,0.35,0,0,12.92
2023,5,4,1,14.12,84.39,0.57,0,0,12.73
2023,5,4,2,13.38,88.58,1.38,0,0,12.37
2023,5,4,3,13,92.28,1.54,0,0,12.33
2023,5,4,4,13.16,92.35,1.12,0,0,12.5
2023,5,4,5,13.7,88.66,0.63,71.9,0.01,12.74
2023,5,4,6,15.95,76.97,1.85,241.95,0,13.89
2023,5,4,7,18.05,65.65,3.61,441.3,0,14.76
2023,5,4,8,20.07,55.82,4.28,625.08,0,15.51
2023,5,4,9,21.74,50.18,4.53,770.12,0,16.33
2023,5,4,10,22.9,46.81,4.74,860.65,0,16.91
2023,5,4,11,23.45,45.1,4.87,909.28,0,17.15
2023,5,4,12,24.19,42.91,4.92,874.33,0,17.48
2023,5,4,13,24.97,40.34,5.1,769.65,0,17.75
2023,5,4,14,25.19,38.87,5.48,655.53,0,17.68
2023,5,4,15,24.79,38.95,5.85,517.88,0,17.32
2023,5,4,16,23.88,40.65,5.83,332.02,0,16.77
2023,5,4,17,22.37,44.55,5.51,152.45,0,16.03
2023,5,4,18,19.72,54.62,4.5,21.2,0,15.01
2023,5,4,19,17.01,68.83,3.4,0,0,14.12
2023,5,4,20,15.63,79.54,2.7,0,0,13.86
2023,5,4,21,14.62,89.06,2.17,0,0.01,13.73
2023,5,4,22,14.09,95,1.88,0,0.02,13.7
2023,5,4,23,13.96,96.85,1.34,0,0.02,13.71
2023,5,5,0,14.17,94.72,0.53,0,0.02,13.76
2023,5,5,1,14.12,92.96,0.27,0,0.01,13.55
2023,5,5,2,14.09,90.03,0.5,0,0,13.26
2023,5,5,3,14.12,87.04,0.13,0,0,13.02
2023,5,5,4,13.89,86.98,0.58,0,0,12.77
2023,5,5,5,14.05,86.59,1.05,69.93,0.01,12.89
2023,5,5,6,16.35,72,1.88,230.05,0.01,13.74
2023,5,5,7,18.56,56.61,2.74,417.8,0,14.06
2023,5,5,8,20.3,49.34,3.01,603.53,0,14.74
2023,5,5,9,21.78,46.73,3.26,719.33,0,15.75
2023,5,5,10,23.24,44.4,3.71,746.85,0,16.77
2023,5,5,11,24.77,41.63,4.1,864.17,0,17.76
2023,5,5,12,25.9,39.6,4.37,812.25,0,18.47
2023,5,5,13,26.45,38.49,4.69,822.6,0,18.78
2023,5,5,14,26.4,38.21,5.05,705.6,0,18.68
2023,5,5,15,25.89,38.53,5.33,518.53,0,18.25
2023,5,5,16,24.86,39.32,5.49,330.75,0,17.42
2023,5,5,17,23.08,42.32,5.71,153.27,0,16.3
2023,5,5,18,20.06,52.34,5.12,22.48,0,14.99
2023,5,5,19,17.49,65.17,3.83,0,0,14.17
2023,5,5,20,15.84,75.02,2.26,0,0,13.62
2023,5,5,21,15.03,80.03,1.28,0,0,13.32
2023,5,5,22,15.14,79.47,0.56,0,0,13.39
2023,5,5,23,15.23,78.28,0.49,0,0,13.35
2023,5,6,0,14.93,77.66,1.04,0,0,12.99
2023,5,6,1,14.88,74.46,1.4,0,0,12.62
2023,5,6,2,14.93,70.41,1.58,0,0,12.23
2023,5,6,3,14.93,66.43,1.68,0,0,11.77
2023,5,6,4,14.93,63.1,1.65,0,0,11.36
2023,5,6,5,15.74,60.87,1.35,71.38,0,11.88
2023,5,6,6,18.3,48.2,1.2,227.18,0,12.54
2023,5,6,7,20.51,36.32,1.72,403.4,0,12.5
2023,5,6,8,22.07,33.95,2.19,605.65,0,13.42
2023,5,6,9,23.57,32.29,2.6,741.67,0,14.46
2023,5,6,10,24.95,30.86,3.29,835.15,0,15.46
2023,5,6,11,25.57,31.06,4.06,835.83,0,16.14
2023,5,6,12,25.57,32.38,4.64,781.5,0,16.49
2023,5,6,13,25.27,34.17,4.93,666.47,0,16.65
2023,5,6,14,24.84,35.89,5.03,615.75,0.01,16.64
2023,5,6,15,24.23,37.67,4.87,462.77,0,16.44
2023,5,6,16,23.37,39.87,4.45,290.98,0,16.07
2023,5,6,17,22.07,43.79,3.89,130.82,0,15.52
2023,5,6,18,20.09,51.99,2.72,20.83,0,14.93
2023,5,6,19,18.21,63.4,1.56,0,0.01,14.64
2023,5,6,20,17.5,69.68,0.69,0,0.01,14.65
2023,5,6,21,17,72.73,0.68,0,0,14.45
2023,5,6,22,16.39,75.27,1.56,0,0.01,14.08
2023,5,6,23,16.28,75.21,1.84,0,0.03,13.95
2023,5,7,0,16.35,74.12,1.95,0,0.06,13.91
2023,5,7,1,16.42,73.04,2.03,0,0.01,13.86
2023,5,7,2,16.09,74.19,2.26,0,0,13.65
2023,5,7,3,15.44,77.53,2.56,0,0,13.34
2023,5,7,4,14.79,82.26,2.88,0,0,13.14
2023,5,7,5,15.57,80.2,3.24,42.85,0.11,13.73
2023,5,7,6,17.28,74.88,4.32,132.38,0.06,14.97
2023,5,7,7,19.04,65.44,3.83,256.98,0.13,15.68
2023,5,7,8,20.9,55.13,3.03,399.5,0.3,16.18
2023,5,7,9,22.19,49.5,3.25,458.75,0.77,16.61
2023,5,7,10,23.17,46.54,3.61,527.72,1.43,17.06
2023,5,7,11,23.85,44.56,3.74,569.75,1.89,17.38
2023,5,7,12,24.18,43.77,3.71,579.62,2.21,17.57
2023,5,7,13,23.79,44.96,3.65,551.15,2.52,17.4
2023,5,7,14,23.46,46.24,3.65,425.95,2.36,17.31
2023,5,7,15,23.08,47.37,3.83,279.15,2.18,17.15
2023,5,7,16,22.03,50.56,3.92,172.57,1.59,16.64
2023,5,7,17,20.74,55.77,3.65,86.55,0.86,16.14
2023,5,7,18,19.19,63.69,2.8,13.52,0.57,15.65
2023,5,7,19,17.95,71.4,2.13,0,0.66,15.33
2023,5,7,20,17.4,75.81,2.08,0,0.6,15.25
2023,5,7,21,17.09,78.62,1.51,0,0.4,15.22
2023,5,7,22,16.89,80.36,0.35,0,0.17,15.19
2023,5,7,23,16.71,81.44,0.74,0,0.09,15.12
2023,5,8,0,16.38,83.23,1.6,0,0.14,14.96
2023,5,8,1,15.98,85.28,2.27,0,0.21,14.74
2023,5,8,2,15.7,86.38,2.59,0,0.27,14.56
2023,5,8,3,15.4,86.98,2.6,0,0.22,14.31
2023,5,8,4,14.82,88.7,2.6,0,0.09,13.88
2023,5,8,5,15.86,81.58,2.29,78.62,0.05,14.26
2023,5,8,6,18.43,65.34,2.41,242.75,0.07,15.07
2023,5,8,7,20.66,53.21,2.35,449.3,0.07,15.65
2023,5,8,8,22.34,46.32,2.75,629.95,0.05,16.2
2023,5,8,9,23.77,39.87,2.74,779.25,0.05,16.4
2023,5,8,10,25.05,34.93,2.45,866.4,0.02,16.6
2023,5,8,11,26.08,32.15,2.74,871.25,0.02,16.93
2023,5,8,12,26.77,30.72,3.2,723.65,0.01,17.21
2023,5,8,13,26.96,30.62,3.76,567.92,0,17.37
2023,5,8,14,26.52,32.41,4.59,419.3,0.01,17.4
2023,5,8,15,25.53,35.85,5.1,326.88,0,17.26
2023,5,8,16,24.23,40.27,5.34,221.15,0.01,16.94
2023,5,8,17,22.24,47.59,5.8,106.88,0,16.33
2023,5,8,18,19.5,60.36,5.54,22.9,0,15.52
2023,5,8,19,17.79,71.3,3.88,0,0,15.13
2023,5,8,20,17.36,74.16,2.04,0,0,15.01
2023,5,8,21,17.21,74.16,0.73,0,0,14.88
2023,5,8,22,17.3,71.74,0.56,0,0,14.7
2023,5,8,23,17.65,68.07,0.34,0,0,14.63
2023,5,9,0,17.57,67.23,0.65,0,0,14.44
2023,5,9,1,16.79,69.88,1.02,0,0,13.96
2023,5,9,2,16.59,70.75,1.24,0,0.01,13.85
2023,5,9,3,16.56,70.87,1.29,0,0.01,13.83
2023,5,9,4,16.54,70.52,1.04,0,0.01,13.76
2023,5,9,5,17.13,69.35,0.76,63.3,0.01,14.22
2023,5,9,6,19,59.01,1.34,178.8,0,14.77
2023,5,9,7,20.89,50.95,2.89,337.77,0.01,15.46
2023,5,9,8,22.43,46.24,3.49,452.42,0.01,16.24
2023,5,9,9,23.34,44.23,3.71,593.22,0.01,16.81
2023,5,9,10,24.28,42.7,3.75,770.2,0.01,17.46
2023,5,9,11,25.52,40.58,3.96,820.47,0.06,18.26
2023,5,9,12,26.56,38.89,4.28,791.22,0.28,18.94
2023,5,9,13,27.14,38.03,4.71,536.28,0.64,19.33
2023,5,9,14,26.7,39.36,5.04,482.65,1.39,19.18
2023,5,9,15,25.78,42.54,5.12,268.08,1.92,18.91
2023,5,9,16,24.6,47.86,4.51,180.85,3.95,18.69
2023,5,9,17,22.89,55.93,2.58,93.35,3.56,18.25
2023,5,9,18,21.35,63.27,1.23,12.82,1.15,17.7
2023,5,9,19,19.49,72.27,2.83,0,0.49,16.92
2023,5,9,20,17.53,84.88,4.54,0,0.78,16.24
2023,5,9,21,16.33,90.5,4.59,0,0.75,15.54
2023,5,9,22,15.54,92.28,3.24,0,0.91,14.9
2023,5,9,23,14.76,94.5,1.53,0,1.05,14.32
2023,5,10,0,13.95,97.5,0.61,0,0.94,13.76
2023,5,10,1,13.61,97.54,1.41,0,0.95,13.42
2023,5,10,2,13.26,97.01,2.18,0,0.88,13.02
2023,5,10,3,12.93,93.77,2.58,0,0.59,12.39
2023,5,10,4,12.55,88.5,2.7,0,0.28,11.53
2023,5,10,5,13.75,75.65,2.79,70.82,0.22,11.54
2023,5,10,6,15.25,61.08,3.18,197.55,0.12,11.39
2023,5,10,7,17.79,44.72,2.16,376.38,0.13,11.54
2023,5,10,8,20.02,38.96,0.54,550.65,0.17,12.65
2023,5,10,9,21.58,34.83,0.75,720.47,0.24,13.18
2023,5,10,10,22.86,29.62,1.21,813.58,0.24,13.18
2023,5,10,11,23.9,26.53,1.81,767.83,0.19,13.31
2023,5,10,12,24.44,25.73,2.61,839.65,0.15,13.54
2023,5,10,13,24.66,25.88,3.33,678.17,0.14,13.77
2023,5,10,14,24.41,26.98,3.9,631.67,0.13,13.86
2023,5,10,15,23.57,29.82,4.71,459.15,0.16,13.88
2023,5,10,16,21.94,36.07,6.1,294.12,0.23,13.88
2023,5,10,17,19.26,49.87,7.48,140.38,0.21,13.84
2023,5,10,18,16.35,69.89,7.84,25.08,0.11,13.59
2023,5,10,19,14.69,85.02,7.02,0,2.27,13.45
2023,5,10,20,14.47,87.14,5.76,0,3.14,13.41
2023,5,10,21,14.35,86.77,4.51,0,2.37,13.26
2023,5,10,22,14.21,88.03,3.47,0,2.18,13.24
2023,5,10,23,14.15,88.65,2.87,0,2.49,13.22
2023,5,11,0,14.2,87.56,2.72,0,1.78,13.18
2023,5,11,1,14.18,86.58,2.49,0,1.61,13.07
2023,5,11,2,14.18,85.11,2.46,0,1.88,12.95
2023,5,11,3,13.98,86.1,2.36,0,3.14,12.83
2023,5,11,4,13.78,87.31,2.3,0,4.27,12.75
2023,5,11,5,13.99,86.33,2.16,48.62,5.48,12.86
2023,5,11,6,14.68,80.79,2.13,136.32,4.81,13.04
2023,5,11,7,15.44,71.68,1.48,246.15,3.51,12.88
2023,5,11,8,15.98,64.25,0.86,364.6,3.94,12.57
2023,5,11,9,16.92,57.11,1,517.8,4.23,12.61
2023,5,11,10,18.52,48.6,1.63,704.7,3.97,12.93
2023,5,11,11,19.69,42.9,2.42,758.3,3.55,13.12
2023,5,11,12,20.39,39.8,3.42,737.62,2.27,13.21
2023,5,11,13,20.79,38.23,4.2,533.55,1.62,13.29
2023,5,11,14,20.8,37.86,4.7,506.4,1.3,13.23
2023,5,11,15,20.2,39.8,5.12,299.95,1.33,13.03
2023,5,11,16,19.32,43.49,5.31,191.57,1.68,12.86
2023,5,11,17,17.84,51.09,5.55,83.9,2.43,12.66
2023,5,11,18,15.85,64.15,5.51,14.75,12.09,12.46
2023,5,11,19,14.11,77.74,5.04,0,20.49,12.2
2023,5,11,20,13.46,83.09,4.42,0,21.67,12.06
2023,5,11,21,13.1,85.08,3.48,0,20.27,11.88
2023,5,11,22,12.92,85.97,2.91,0,13.28,11.79
2023,5,11,23,12.93,85.99,2.47,0,8.47,11.79
2023,5,12,0,12.86,85.82,1.98,0,7.95,11.71
2023,5,12,1,12.72,86.9,1.43,0,6.36,11.67
2023,5,12,2,12.38,88.4,1.06,0,4.92,11.46
2023,5,12,3,11.97,88.91,0.8,0,4.3,11.09
2023,5,12,4,11.51,89,0.65,2.4,3.38,10.64
2023,5,12,5,12.1,87.37,0.63,47.8,4.62,11.09
2023,5,12,6,13.23,81.14,1.22,156.6,9.96,11.65
2023,5,12,7,14.33,72.31,1.69,277.75,11.07,11.88
2023,5,12,8,15.15,64.33,1.99,487.42,11.23,11.8
2023,5,12,9,15.62,60.22,2.26,653.12,9.59,11.76
2023,5,12,10,16.54,55.85,2.54,693.78,8.14,12.1
2023,5,12,11,17.56,51.56,3,760.88,7.07,12.48
2023,5,12,12,17.88,50.75,3.6,636.85,6.87,12.67
2023,5,12,13,17.7,52.85,4.12,533.5,7.48,12.8
2023,5,12,14,17.09,56.84,4.32,390.6,7.47,12.76
2023,5,12,15,16.21,62.06,3.96,262.7,8.49,12.57
2023,5,12,16,15.47,66.52,3.29,185.02,12.1,12.37
2023,5,12,17,14.69,71.56,2.62,77.65,23.79,12.16
2023,5,12,18,13.79,78.37,2.23,14.57,8.79,11.94
2023,5,12,19,13.03,83.56,2.44,0,10.21,11.69
2023,5,12,20,12.67,85.52,2.69,0,8.22,11.49
2023,5,12,21,12.42,85.56,2.54,0,4.51,11.26
2023,5,12,22,12.15,85.32,1.98,0,1.41,10.97
2023,5,12,23,11.62,86.04,1.38,0,0.52,10.51
2023,5,13,0,11.33,85.11,0.44,0,0.37,10.14
2023,5,13,1,10.82,86.1,0.61,0,0.37,9.71
2023,5,13,2,10.28,87.75,1.44,0,0.27,9.32
2023,5,13,3,9.92,90.01,2.16,0,0.25,9.15
2023,5,13,4,9.71,92.59,2.71,2.58,0.27,9.15
2023,5,13,5,11.24,87.82,3.46,42.5,0.67,10.27
2023,5,13,6,13.11,79.61,4.21,133.4,1.69,11.39
2023,5,13,7,14.75,67.95,4.21,229.02,2.78,11.82
2023,5,13,8,15.7,59.82,4.07,317.48,2.74,11.79
2023,5,13,9,16.09,56.57,3.74,424.73,1.92,11.77
2023,5,13,10,16.48,53.85,3.14,494.75,1.47,11.79
2023,5,13,11,17.01,50.53,2.07,501,1.46,11.83
2023,5,13,12,17.48,48.34,0.56,549.47,1.73,11.97
2023,5,13,13,17.69,48.39,0.92,464.42,1.95,12.17
2023,5,13,14,17.59,50.18,1.74,380.67,2.42,12.36
2023,5,13,15,16.91,54.33,2.03,324.62,2.58,12.28
2023,5,13,16,16.15,59,2.23,199.98,2.72,12.15
2023,5,13,17,15.42,64.43,2.44,95.45,2.95,12.09
2023,5,13,18,14.53,72.61,2.5,17.27,10.98,12.11
2023,5,13,19,13.71,79.82,2.38,0,9.24,12.02
2023,5,13,20,13.15,84.79,2.22,0,7.73,11.91
2023,5,13,21,12.51,88.4,2.15,0,6.37,11.58
2023,5,13,22,12.01,90.31,2.44,0,4.85,11.24
2023,5,13,23,11.68,91.45,2.66,0,3.27,11.01
2023,5,14,0,11.54,91.67,2.71,0,2.13,10.89
2023,5,14,1,11.42,91.79,2.71,0,1.2,10.79
2023,5,14,2,11.32,91.56,2.6,0,0.63,10.66
2023,5,14,3,11.19,90.93,2.45,0,0.46,10.48
2023,5,14,4,11.03,90.35,2.36,3.35,0.41,10.28
2023,5,14,5,12,87.86,2.43,71.75,0.46,11.02
2023,5,14,6,13.32,82.01,2.79,218.6,0.86,11.82
2023,5,14,7,15.67,66.43,2.23,410.45,1.13,12.54
2023,5,14,8,18.19,49.51,1.32,580.7,3.05,12.81
2023,5,14,9,19.89,42.7,0.48,770.38,3.55,13.32
2023,5,14,10,20.85,39.6,1.24,810.9,4.04,13.69
2023,5,14,11,21.21,40.21,2.1,732.8,4.34,14.12
2023,5,14,12,21.43,40.33,2.66,685.4,3.97,14.33
2023,5,14,13,21.52,40.27,2.88,591.55,3.6,14.4
2023,5,14,14,21.4,40.75,2.91,473.52,3,14.37
2023,5,14,15,20.99,42.35,2.94,394.27,1.84,14.26
2023,5,14,16,20.36,44.75,3.06,248.38,1,14.07
2023,5,14,17,19.51,48.01,3.38,113.45,0.37,13.8
2023,5,14,18,17.62,60.41,3.06,21.58,0.38,13.71
2023,5,14,19,15.46,74.42,2.68,0,0.69,13.18
2023,5,14,20,14.59,82.53,2.12,0,1.26,13.12
2023,5,14,21,13.96,88.44,1.5,0,1.23,13.03
2023,5,14,22,13.64,90.18,0.84,0,1,12.86
2023,5,14,23,13.27,90.59,0.71,0,0.62,12.53
2023,5,15,0,12.91,89.14,1.48,0,0.4,12.03
2023,5,15,1,12.7,85.78,2.39,0,0.24,11.52
2023,5,15,2,12.51,82,3.07,0,0.2,10.98
2023,5,15,3,12.25,79.34,3.36,0,0.14,10.48
2023,5,15,4,11.92,78.83,3.48,4.07,0.08,10.1
2023,5,15,5,13.53,73.04,3.35,86.82,0.07,11.15
2023,5,15,6,16.04,61.19,3.92,257.52,0.06,12.29
2023,5,15,7,18.71,48.43,3.55,451.3,0.13,13.12
2023,5,15,8,20.73,41.11,2.67,621.5,0.25,13.79
2023,5,15,9,22.26,34.97,1.8,783.3,0.15,14.06
2023,5,15,10,23.51,29.65,1.02,857.47,0.06,14.07
2023,5,15,11,24.4,27.06,0.56,808.15,0.02,14.24
2023,5,15,12,24.73,27.16,1.02,768.58,0.01,14.5
2023,5,15,13,24.68,28.03,1.75,609.5,0.01,14.63
2023,5,15,14,24.25,29.53,2.29,451.3,0.02,14.61
2023,5,15,15,23.33,32.23,2.61,263.88,0.03,14.4
2023,5,15,16,22.3,35.93,2.81,201.62,0.06,14.23
2023,5,15,17,20.96,41.27,3.14,110.32,0.02,14
2023,5,15,18,19.1,50.77,3.29,26.05,0,13.79
2023,5,15,19,17.12,64.47,2.83,0,0,13.7
2023,5,15,20,16.08,73.97,2.45,0,0.01,13.73
2023,5,15,21,15.51,78.15,2.19,0,0.04,13.58
2023,5,15,22,15.41,76.07,2.06,0,0.04,13.25
2023,5,15,23,15.14,74.39,1.62,0,0.08,12.8
2023,5,16,0,14.67,73.67,1.75,0,0.12,12.26
2023,5,16,1,14.4,70.4,2.38,0,0.19,11.67
2023,5,16,2,14.32,66.85,2.85,0,0.19,11.23
2023,5,16,3,14.02,65.72,3.11,0,0.19,10.82
2023,5,16,4,13.73,65.58,3.13,4.57,0.09,10.53
2023,5,16,5,14.67,62.07,3.06,72.6,0.09,11.04
2023,5,16,6,16.26,52.84,3.46,202.65,0.1,11.4
